TOWER DUMP EXTRACT
Cell,404-45-5518-11
Site,BLR_Electronic_City
Window,16-03-2026 20:40 to 16-03-2026 21:40

MSISDN,IMEI,Date Time,Cell ID,Site Name
7790971837,347026452239980,16-03-2026 21:05,404-45-5518-11,BLR_Electronic_City
8440728472,386210490586441,16-03-2026 21:26,404-45-5518-11,BLR_Electronic_City
8288703166,326255896330442,16-03-2026 20:47,404-45-5518-11,BLR_Electronic_City
6117473439,307417091298443,16-03-2026 20:47,404-45-5518-11,BLR_Electronic_City
7321808765,365699947181026,16-03-2026 21:01,404-45-5518-11,BLR_Electronic_City
8101334480,324828345900093,16-03-2026 21:33,404-45-5518-11,BLR_Electronic_City
8868023422,326745410586204,16-03-2026 21:03,404-45-5518-11,BLR_Electronic_City
6209446068,374542607125537,16-03-2026 21:02,404-45-5518-11,BLR_Electronic_City
8541897296,323282049055876,16-03-2026 21:33,404-45-5518-11,BLR_Electronic_City
7103421774,300359867612256,16-03-2026 21:13,404-45-5518-11,BLR_Electronic_City
7187314947,353291657564031,16-03-2026 21:10,404-45-5518-11,BLR_Electronic_City
6659739166,365097551524653,16-03-2026 21:20,404-45-5518-11,BLR_Electronic_City
7413181322,391540679687768,16-03-2026 21:20,404-45-5518-11,BLR_Electronic_City
8380970795,335964138795174,16-03-2026 21:13,404-45-5518-11,BLR_Electronic_City
9709396376,394405177144784,16-03-2026 21:07,404-45-5518-11,BLR_Electronic_City
6729434086,334741887578001,16-03-2026 20:52,404-45-5518-11,BLR_Electronic_City
9695394230,388799185029712,16-03-2026 21:23,404-45-5518-11,BLR_Electronic_City
6364993678,317416995122196,16-03-2026 21:05,404-45-5518-11,BLR_Electronic_City
8884656677,380292690483814,16-03-2026 20:58,404-45-5518-11,BLR_Electronic_City
9525410102,300872594614542,16-03-2026 20:50,404-45-5518-11,BLR_Electronic_City
8951697651,365278244616781,16-03-2026 21:03,404-45-5518-11,BLR_Electronic_City
9696198650,368644575902556,16-03-2026 20:51,404-45-5518-11,BLR_Electronic_City
8570099089,388952268620036,16-03-2026 20:56,404-45-5518-11,BLR_Electronic_City
7965631587,343263569301850,16-03-2026 20:52,404-45-5518-11,BLR_Electronic_City
8131800013,335943192232201,16-03-2026 20:53,404-45-5518-11,BLR_Electronic_City
6853107979,376423304420005,16-03-2026 21:03,404-45-5518-11,BLR_Electronic_City
6732696909,336175271148176,16-03-2026 21:10,404-45-5518-11,BLR_Electronic_City
8857008103,303110875781305,16-03-2026 20:48,404-45-5518-11,BLR_Electronic_City
6067936667,353838537810064,16-03-2026 21:13,404-45-5518-11,BLR_Electronic_City
6430174011,370392272030423,16-03-2026 21:23,404-45-5518-11,BLR_Electronic_City
7509299294,384688071454061,16-03-2026 21:04,404-45-5518-11,BLR_Electronic_City
7213761490,307983246948885,16-03-2026 20:57,404-45-5518-11,BLR_Electronic_City
7102834299,316869463296394,16-03-2026 21:04,404-45-5518-11,BLR_Electronic_City
7622867781,301900129848364,16-03-2026 21:31,404-45-5518-11,BLR_Electronic_City
7319205541,302955478459572,16-03-2026 21:29,404-45-5518-11,BLR_Electronic_City
9140435171,344024272800547,16-03-2026 21:27,404-45-5518-11,BLR_Electronic_City
9760906510,330007077792590,16-03-2026 21:09,404-45-5518-11,BLR_Electronic_City
9893510003,373377599124319,16-03-2026 20:57,404-45-5518-11,BLR_Electronic_City
9658157023,387920887288151,16-03-2026 21:27,404-45-5518-11,BLR_Electronic_City
9789102740,393903255141914,16-03-2026 21:10,404-45-5518-11,BLR_Electronic_City
9375084368,316258231949661,16-03-2026 21:30,404-45-5518-11,BLR_Electronic_City
6544635950,357234558316268,16-03-2026 21:30,404-45-5518-11,BLR_Electronic_City
6734864334,322526680810226,16-03-2026 20:53,404-45-5518-11,BLR_Electronic_City
6018951249,386430670664652,16-03-2026 20:46,404-45-5518-11,BLR_Electronic_City
7057375793,329717916554348,16-03-2026 21:06,404-45-5518-11,BLR_Electronic_City
7398122608,321691786481237,16-03-2026 21:27,404-45-5518-11,BLR_Electronic_City
7717539895,323676651219978,16-03-2026 21:11,404-45-5518-11,BLR_Electronic_City
8848286742,344357036375835,16-03-2026 21:33,404-45-5518-11,BLR_Electronic_City
6970733804,304561060265047,16-03-2026 20:48,404-45-5518-11,BLR_Electronic_City
9013208733,318475009571288,16-03-2026 20:49,404-45-5518-11,BLR_Electronic_City
9933379130,379131546774747,16-03-2026 21:02,404-45-5518-11,BLR_Electronic_City
7197867868,395326926778849,16-03-2026 21:15,404-45-5518-11,BLR_Electronic_City
6256465168,328719712627718,16-03-2026 20:51,404-45-5518-11,BLR_Electronic_City
7900563119,329857696310781,16-03-2026 21:31,404-45-5518-11,BLR_Electronic_City
9672641498,363897254374622,16-03-2026 21:11,404-45-5518-11,BLR_Electronic_City
8531054056,300712897350950,16-03-2026 21:11,404-45-5518-11,BLR_Electronic_City
6824106968,368659805043481,16-03-2026 21:04,404-45-5518-11,BLR_Electronic_City
8719804912,392813690622664,16-03-2026 21:01,404-45-5518-11,BLR_Electronic_City
6716811562,354734401888639,16-03-2026 21:25,404-45-5518-11,BLR_Electronic_City
6016016692,355525063747364,16-03-2026 21:00,404-45-5518-11,BLR_Electronic_City
8041130738,354405253708279,16-03-2026 21:14,404-45-5518-11,BLR_Electronic_City
9265397852,318815766911513,16-03-2026 20:55,404-45-5518-11,BLR_Electronic_City
6931589690,381218762228807,16-03-2026 21:25,404-45-5518-11,BLR_Electronic_City
