CALL DETAIL RECORD - CONFIDENTIAL
Subscriber,+919876543210
LSA,Karnataka
Requisition Ref,NODAL/LEA/2026/04412 dated 21-03-2026
Generated On,02-04-2026 11:41:07

Calling Party,Called Party,Call Date Time,Duration(Sec),Call Type,IMEI,IMSI,Cell ID,Site Name,Latitude,Longitude
9876543210,9012345678,22/02/2026 02:09:00,22,IN,358240051111110,404450123456789,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
9876543210,8777051673,22/02/2026 05:57:00,8,IN,358240051111110,404450123456789,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
9876543210,6098789534,22/02/2026 07:19:00,47,IN,358240051111110,404450123456789,404-45-2201-11,BLR_Indiranagar_S1,12.971600,77.641200
9876543210,8177165547,22/02/2026 08:21:00,0,SMS-OUT,358240051111110,404450123456789,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
9876543210,6403738986,22/02/2026 09:21:00,0,SMS-OUT,358240051111110,404450123456789,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
9876543210,7351711961,22/02/2026 12:56:00,0,SMS-OUT,358240051111110,404450123456789,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
9876543210,6367808367,22/02/2026 14:45:00,128,IN,358240051111110,404450123456789,404-45-4402-12,BLR_Majestic_S1,12.976700,77.571300
9876543210,8777051673,22/02/2026 15:25:00,22,OUT,358240051111110,404450123456789,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
9876543210,8108615695,22/02/2026 18:02:00,210,OUT,358240051111110,404450123456789,404-45-5518-11,BLR_Electronic_City,12.845200,77.660200
9876543210,9499713838,22/02/2026 21:25:00,47,IN,358240051111110,404450123456789,404-45-1149-21,BLR_Koramangala_S1,12.935200,77.624500
9876543210,9414166994,22/02/2026 21:44:00,142,IN,358240051111110,404450123456789,404-45-3310-31,BLR_Whitefield_S3,12.969800,77.750000
