TOWER DUMP EXTRACT
Cell,404-45-3310-31
Site,BLR_Whitefield_S3
Window,15-03-2026 18:30 to 15-03-2026 19:30

MSISDN,IMEI,Date Time,Cell ID,Site Name
7326320098,368750797143099,15-03-2026 18:50,404-45-3310-31,BLR_Whitefield_S3
9107876011,391936599215308,15-03-2026 19:18,404-45-3310-31,BLR_Whitefield_S3
9470780571,368970061435482,15-03-2026 18:37,404-45-3310-31,BLR_Whitefield_S3
8421036381,307699937630685,15-03-2026 19:15,404-45-3310-31,BLR_Whitefield_S3
8657604820,328970708209674,15-03-2026 18:49,404-45-3310-31,BLR_Whitefield_S3
9353818199,333864345769401,15-03-2026 19:24,404-45-3310-31,BLR_Whitefield_S3
8876335402,391199258033206,15-03-2026 19:11,404-45-3310-31,BLR_Whitefield_S3
7974017841,399226333732628,15-03-2026 18:41,404-45-3310-31,BLR_Whitefield_S3
7245632788,391654985135163,15-03-2026 19:16,404-45-3310-31,BLR_Whitefield_S3
8035024293,313512345632780,15-03-2026 19:18,404-45-3310-31,BLR_Whitefield_S3
9345041389,314760990548525,15-03-2026 19:12,404-45-3310-31,BLR_Whitefield_S3
6858860554,348225601292832,15-03-2026 19:25,404-45-3310-31,BLR_Whitefield_S3
8401392712,369933869945546,15-03-2026 19:11,404-45-3310-31,BLR_Whitefield_S3
7204011312,357327033187837,15-03-2026 19:23,404-45-3310-31,BLR_Whitefield_S3
8779073692,316324215361761,15-03-2026 18:49,404-45-3310-31,BLR_Whitefield_S3
6490648407,359546654143186,15-03-2026 19:25,404-45-3310-31,BLR_Whitefield_S3
7648968821,394709567590279,15-03-2026 18:35,404-45-3310-31,BLR_Whitefield_S3
7882519515,346075991586529,15-03-2026 18:35,404-45-3310-31,BLR_Whitefield_S3
9384921377,357930127629093,15-03-2026 18:42,404-45-3310-31,BLR_Whitefield_S3
8277329224,318005363504119,15-03-2026 18:35,404-45-3310-31,BLR_Whitefield_S3
9443210104,399696831887765,15-03-2026 19:05,404-45-3310-31,BLR_Whitefield_S3
7654321098,356938035643809,15-03-2026 19:07,404-45-3310-31,BLR_Whitefield_S3
8936056844,335626067239187,15-03-2026 19:22,404-45-3310-31,BLR_Whitefield_S3
6710091438,382882591769948,15-03-2026 19:03,404-45-3310-31,BLR_Whitefield_S3
8132368847,317444627805775,15-03-2026 19:13,404-45-3310-31,BLR_Whitefield_S3
